"comp","gsi","P","t_div"
2,0.321428571428572,0.0649350649350649,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.014985014985015,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.040959040959041,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.0599400599400599,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.24,0.134865134865135,0.1
4,0.48,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.027972027972028,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.415384615384615,0.017982017982018,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.0549450549450549,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.00899100899100899,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.192807192807193,0.1
4,0.48,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.24,0.183816183816184,0.1
4,0.48,0.000999000999000999,0.1
2,0.415384615384615,0.002997002997003,0.1
4,0.6,0.000999000999000999,0.1
2,0.81,0.000999000999000999,0.1
4,0.87,0.000999000999000999,0.1
2,0.321428571428572,0.042957042957043,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.00799200799200799,0.1
4,0.6,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.017982017982018,0.1
4,0.535714285714286,0.001998001998002,0.1
2,0.321428571428572,0.03996003996004,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.24,0.0989010989010989,0.1
4,0.48,0.000999000999000999,0.1
2,0.81,0.000999000999000999,0.1
4,0.87,0.000999000999000999,0.1
2,0.415384615384615,0.012987012987013,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.04995004995005,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.00599400599400599,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00799200799200799,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.031968031968032,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.525,0.000999000999000999,0.1
4,0.675,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.415384615384615,0.00999000999000999,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.034965034965035,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.000999000999000999,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.025974025974026,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.015984015984016,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.004995004995005,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.010989010989011,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00699300699300699,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.00899100899100899,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.654545454545455,0.001998001998002,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.03996003996004,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.014985014985015,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.525,0.00599400599400599,0.1
4,0.675,0.000999000999000999,0.1
2,0.525,0.000999000999000999,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.0529470529470529,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.051948051948052,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.654545454545455,0.001998001998002,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.16875,0.36963036963037,0.1
4,0.43125,0.000999000999000999,0.1
2,0.415384615384615,0.00899100899100899,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.041958041958042,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.014985014985015,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.033966033966034,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.033966033966034,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.16875,0.421578421578422,0.1
4,0.43125,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.415384615384615,0.018981018981019,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.004995004995005,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.004995004995005,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.012987012987013,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00699300699300699,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.00899100899100899,0.1
4,0.675,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.525,0.004995004995005,0.1
4,0.675,0.000999000999000999,0.1
2,0.24,0.0759240759240759,0.1
4,0.48,0.000999000999000999,0.1
2,0.81,0.001998001998002,0.1
4,0.87,0.000999000999000999,0.1
2,0.415384615384615,0.00699300699300699,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.12987012987013,0.1
4,0.48,0.000999000999000999,0.1
2,0.415384615384615,0.00899100899100899,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.004995004995005,0.1
4,0.675,0.000999000999000999,0.1
2,0.525,0.00599400599400599,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.018981018981019,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.0579420579420579,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.043956043956044,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.24,0.183816183816184,0.1
4,0.48,0.000999000999000999,0.1
2,0.24,0.135864135864136,0.1
4,0.48,0.000999000999000999,0.1
2,0.525,0.004995004995005,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.00599400599400599,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.034965034965035,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.013986013986014,0.1
4,0.6,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.026973026973027,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.00699300699300699,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.011988011988012,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.014985014985015,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.172827172827173,0.1
4,0.48,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.00799200799200799,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.016983016983017,0.1
4,0.6,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.046953046953047,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.016983016983017,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00999000999000999,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.254745254745255,0.1
4,0.48,0.001998001998002,0.1
2,0.415384615384615,0.00899100899100899,0.1
4,0.6,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.045954045954046,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.525,0.004995004995005,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.012987012987013,0.1
4,0.6,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.415384615384615,0.011988011988012,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.000999000999000999,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.013986013986014,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.147852147852148,0.1
4,0.48,0.000999000999000999,0.1
2,0.24,0.0929070929070929,0.1
4,0.48,0.000999000999000999,0.1
2,0.321428571428572,0.046953046953047,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.014985014985015,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.00699300699300699,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.024975024975025,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.046953046953047,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.0829170829170829,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.038961038961039,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.040959040959041,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.021978021978022,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.021978021978022,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.048951048951049,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.00699300699300699,0.1
4,0.675,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.0719280719280719,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.16875,0.375624375624376,0.1
4,0.43125,0.000999000999000999,0.1
2,0.24,0.14985014985015,0.1
4,0.48,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.031968031968032,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.03996003996004,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.004995004995005,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00699300699300699,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.040959040959041,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.048951048951049,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.00699300699300699,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.00899100899100899,0.1
4,0.6,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.044955044955045,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.0579420579420579,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.415384615384615,0.00999000999000999,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.0549450549450549,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.031968031968032,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.81,0.000999000999000999,0.1
4,0.87,0.000999000999000999,0.1
2,0.415384615384615,0.022977022977023,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.0889110889110889,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.018981018981019,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.00599400599400599,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.017982017982018,0.1
4,0.6,0.000999000999000999,0.1
2,0.16875,0.231768231768232,0.1
4,0.43125,0.000999000999000999,0.1
2,0.415384615384615,0.00599400599400599,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.81,0.000999000999000999,0.1
4,0.87,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.016983016983017,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.032967032967033,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.000999000999000999,0.1
4,0.675,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.415384615384615,0.012987012987013,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.000999000999000999,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.036963036963037,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.0659340659340659,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.00599400599400599,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.011988011988012,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.040959040959041,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.00999000999000999,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.122877122877123,0.1
4,0.48,0.000999000999000999,0.1
2,0.321428571428572,0.050949050949051,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.017982017982018,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.018981018981019,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.03996003996004,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.0679320679320679,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.034965034965035,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.24,0.193806193806194,0.1
4,0.48,0.000999000999000999,0.1
2,0.24,0.142857142857143,0.1
4,0.48,0.000999000999000999,0.1
2,0.321428571428572,0.028971028971029,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.105882352941177,0.543456543456543,0.1
4,0.388235294117647,0.000999000999000999,0.1
2,0.24,0.121878121878122,0.1
4,0.48,0.000999000999000999,0.1
2,0.525,0.010989010989011,0.1
4,0.675,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.81,0.000999000999000999,0.1
4,0.87,0.000999000999000999,0.1
2,0.24,0.13986013986014,0.1
4,0.48,0.000999000999000999,0.1
2,0.24,0.0869130869130869,0.1
4,0.48,0.000999000999000999,0.1
2,0.525,0.00599400599400599,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.00799200799200799,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.020979020979021,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.010989010989011,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.04995004995005,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.036963036963037,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.24,0.153846153846154,0.1
4,0.48,0.000999000999000999,0.1
2,0.321428571428572,0.017982017982018,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.01998001998002,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.012987012987013,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.013986013986014,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.0569430569430569,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.013986013986014,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.04995004995005,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.032967032967033,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.041958041958042,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.011988011988012,0.1
4,0.6,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.0579420579420579,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.012987012987013,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00999000999000999,0.1
4,0.6,0.000999000999000999,0.1
2,0.16875,0.328671328671329,0.1
4,0.43125,0.000999000999000999,0.1
2,0.16875,0.333666333666334,0.1
4,0.43125,0.000999000999000999,0.1
2,0.415384615384615,0.012987012987013,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.015984015984016,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.004995004995005,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.022977022977023,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.0799200799200799,0.1
4,0.48,0.000999000999000999,0.1
2,0.415384615384615,0.016983016983017,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.035964035964036,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.24,0.0819180819180819,0.1
4,0.48,0.000999000999000999,0.1
2,0.415384615384615,0.020979020979021,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.157842157842158,0.1
4,0.48,0.000999000999000999,0.1
2,0.16875,0.358641358641359,0.1
4,0.43125,0.000999000999000999,0.1
2,0.321428571428572,0.045954045954046,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.040959040959041,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.0989010989010989,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.012987012987013,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.021978021978022,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.0649350649350649,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.013986013986014,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.040959040959041,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.033966033966034,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.000999000999000999,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.023976023976024,0.1
4,0.6,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.24,0.14985014985015,0.1
4,0.48,0.000999000999000999,0.1
2,0.24,0.100899100899101,0.1
4,0.48,0.000999000999000999,0.1
2,0.525,0.00599400599400599,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.013986013986014,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.013986013986014,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.0729270729270729,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.16875,0.381618381618382,0.1
4,0.43125,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.81,0.000999000999000999,0.1
4,0.87,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.525,0.004995004995005,0.1
4,0.675,0.000999000999000999,0.1
2,0.24,0.111888111888112,0.1
4,0.48,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.00899100899100899,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.130869130869131,0.1
4,0.48,0.000999000999000999,0.1
2,0.415384615384615,0.00699300699300699,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.035964035964036,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.010989010989011,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00799200799200799,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.012987012987013,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.021978021978022,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00999000999000999,0.1
4,0.6,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.0569430569430569,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.0529470529470529,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.028971028971029,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.81,0.000999000999000999,0.1
4,0.87,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.016983016983017,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.010989010989011,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00699300699300699,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.0609390609390609,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.24,0.133866133866134,0.1
4,0.48,0.002997002997003,0.1
2,0.415384615384615,0.015984015984016,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00899100899100899,0.1
4,0.6,0.000999000999000999,0.1
2,0.16875,0.377622377622378,0.1
4,0.43125,0.001998001998002,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.043956043956044,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.24,0.120879120879121,0.1
4,0.48,0.000999000999000999,0.1
2,0.415384615384615,0.014985014985015,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00799200799200799,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.003996003996004,0.1
4,0.675,0.000999000999000999,0.1
2,0.24,0.135864135864136,0.1
4,0.48,0.000999000999000999,0.1
2,0.415384615384615,0.00899100899100899,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00599400599400599,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.00799200799200799,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.000999000999000999,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.047952047952048,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.415384615384615,0.00799200799200799,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.004995004995005,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.011988011988012,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.000999000999000999,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.0629370629370629,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.00599400599400599,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.017982017982018,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.415384615384615,0.016983016983017,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.0539460539460539,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.525,0.001998001998002,0.1
4,0.675,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.0869130869130869,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.24,0.161838161838162,0.1
4,0.48,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.24,0.128871128871129,0.1
4,0.48,0.000999000999000999,0.1
2,0.321428571428572,0.022977022977023,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.013986013986014,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.021978021978022,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.415384615384615,0.014985014985015,0.1
4,0.6,0.000999000999000999,0.1
2,0.415384615384615,0.013986013986014,0.1
4,0.6,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
4,0.675,0.000999000999000999,0.1
2,0.321428571428572,0.048951048951049,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.027972027972028,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.415384615384615,0.00599400599400599,0.1
4,0.6,0.000999000999000999,0.1
2,0.24,0.200799200799201,0.1
4,0.48,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.321428571428572,0.037962037962038,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.654545454545455,0.000999000999000999,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.81,0.000999000999000999,0.1
4,0.87,0.000999000999000999,0.1
2,0.16875,0.355644355644356,0.1
4,0.43125,0.000999000999000999,0.1
2,0.415384615384615,0.017982017982018,0.1
4,0.6,0.000999000999000999,0.1
2,0.321428571428572,0.03996003996004,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.321428571428572,0.038961038961039,0.1
4,0.535714285714286,0.000999000999000999,0.1
2,0.24,0.12987012987013,0.1
4,0.48,0.000999000999000999,0.1
2,0.654545454545455,0.001998001998002,0.1
4,0.763636363636364,0.000999000999000999,0.1
2,0.525,0.002997002997003,0.1
